Title;State;VlogLink;Published
"Le pissenlit";"https://www.youtube.com/watch?v=scyuaWxMCXQ";"il y a 4 ans";
"Le prunellier (Prunus spinosa) et ses petites prunelles";"https://www.youtube.com/watch?v=P99DybVtSNg";"il y a 1 an";
"Le psyllium : constipation, nettoyage intestinal, cholestérol et glycémie";"https://www.youtube.com/watch?v=EX38fwLyOrk";"il y a 3 ans";
"Le radis noir : détoxification du foie et nettoyage des poumons";"https://www.youtube.com/watch?v=6mxQpGpWqf8";"il y a 1 an";
"Le souci (Calendula officinalis)";"https://www.youtube.com/watch?v=kEmi_zFcIgo";"il y a 6 ans";
"Le thym : bronchites, infections urinaires, candidoses intestinales";"https://www.youtube.com/watch?v=1Q_xVx4b0wg";"il y a 3 ans";
"Les 10 ans d’AltheaProvence ! Une rétrospective…";"https://www.youtube.com/watch?v=sSrlWC64IBg";"il y a 2 ans";
"Les Mucilages";"https://www.youtube.com/watch?v=E7W2s6JpEQI";"il y a 4 ans";
"Les Plantes du Chaos" de Thierry Thévenin : Revue de livre";"https://www.youtube.com/watch?v=tLFa-FymeB0";"il y a 9 mois";
"Les acouphènes";"https://www.youtube.com/watch?v=GIhuJUpmKfE";"il y a 4 ans";
"Les bienfaits de l’oignon (Allium cepa) sur la santé";"https://www.youtube.com/watch?v=qdDMgpx-jzU";"il y a 2 ans";
"Les bienfaits de l’ortie : détox, inflammations chroniques, allergies";"https://www.youtube.com/watch?v=O9wDllXVwQs&t=5s";"il y a 4 ans";
"Les bienfaits du café : bon ou pas bon pour la santé ?";"https://www.youtube.com/watch?v=oxMc1dtR7kQ";"il y a 2 ans";
"Les bienfaits du piment";"https://www.youtube.com/watch?v=LTZI3QsUEko";"il y a 2 ans";
"Les plantes à alcaloïdes : faut-il en avoir peur?";"https://www.youtube.com/watch?v=p2R2I0nPt7I";"il y a 3 ans";
"Les prébiotiques : dans quelles plantes en trouver, comment les utiliser ?";"https://www.youtube.com/watch?v=1pI6a1MjLNE";"il y a 3 ans";
"Les tanins - Partie 1 - AltheaProvence";"https://www.youtube.com/watch?v=hBykc7pbbZQ";"il y a 4 ans";
"Les tanins - Partie 2 - AltheaProvence";"https://www.youtube.com/watch?v=I1UaNbqJD6k";"il y a 4 ans";
"Lierre terrestre: bronchite, sinusite, otite";"https://www.youtube.com/watch?v=i-9Op5KvTiQ";"il y a 4 ans";
"Livre : Guide Pratique de Phyto-Aromathérapie pour animaux";"https://www.youtube.com/watch?v=K0DeZobT21c";"il y a 3 ans";
"Légende cherokee sur les plantes médicinales, sagesse des peuples premiers";"https://www.youtube.com/watch?v=CHf6ShQi36I";"il y a 1 an";
"L’armoise commune (Artemisia vulgaris) : règles et digestion difficiles, crises d’épilepsie";"https://www.youtube.com/watch?v=xgL7MgqKQiE";"il y a 3 ans";
"L’effet nocebo : comment le minimiser dans notre pratique ?";"https://www.youtube.com/watch?v=LJnOaLzlIfA";"il y a 2 ans";
"L’harpagophytum ou griffe du diable : antiinflammatoire et analgésique, articulaire et musculaire";"https://www.youtube.com/watch?v=7kUvCyk7cTg";"il y a 3 ans";
"L’hysope (Hyssopus officinalis) : bronchites, fièvres, ecchymoses";"https://www.youtube.com/watch?v=yqjNG5wDN4E";"il y a 3 ans";
"Mal de dos : comment le soulager ?";"https://www.youtube.com/watch?v=cUfZWgzA-h8";"il y a 3 ans";
"Marronnier d'Inde";"https://www.youtube.com/watch?v=fQlALV6Sc5E";"il y a 4 ans";
"Maté (Ilex paraguanensis) : comment l’utiliser pour optimiser sa santé ?";"https://www.youtube.com/watch?v=GqN3RBGeous";"il y a 1 an";
"Matériel de l'herboriste maison : mes 5 objets favoris";"https://www.youtube.com/watch?v=mv_LgA_LyzA";"il y a 11 mois";
"Mauvaise haleine, halitose : quelles plantes utiliser ?";"https://www.youtube.com/watch?v=hIM3sr_pL8Y";"il y a 3 ans";
"Menthe poivrée";"https://www.youtube.com/watch?v=90nTFuoE7ms";"il y a 4 ans";
"Mes tisanes santé : la routine que j’utilise tout au long de l’année";"https://www.youtube.com/watch?v=L5JKQ0Ng140";"il y a 2 ans";
"Message de bienvenue";"https://www.youtube.com/watch?v=SHXwMzKdVt8";"il y a 7 ans";
"Mon parcours et les métiers des bonnes herbes";"https://www.youtube.com/watch?v=alYFniidqIU";"il y a 3 ans";
"Moringa : prévention des maladies chroniques dégénératives";"https://www.youtube.com/watch?v=ivk5Y05e2H8";"il y a 4 ans";
"Médecine Ayurvédique : discussion avec Gwénaëlle Batard";"https://www.youtube.com/watch?v=b2GoSi956bU";"il y a 2 ans";
"Méditation autour d'une infusion";"https://www.youtube.com/watch?v=ztt4VEgTiVQ";"il y a 4 ans";
"Mélanges à infusion en période de pandémie";"https://www.youtube.com/watch?v=MAueGkesrow";"il y a 2 ans";
"Nigelle cultivée : problèmes de glycémie, cholestérol, asthme allergique";"https://www.youtube.com/watch?v=RF0CDiIqGfw";"il y a 3 ans";
"Noix de cola";"https://www.youtube.com/watch?v=QJf2jb04XQ4";"il y a 4 ans";
"Onychomycose traitements naturels (mycose des ongles des pieds)";"https://www.youtube.com/watch?v=Bp4v-1PkLm0";"il y a 10 mois";
"Orgelets et chalazions : quelles plantes et préparations utiliser ?";"https://www.youtube.com/watch?v=h4CHoOzxc_Q";"il y a 1 an";
"Origan (Origanum vulgare) : bronchites, fièvres, douleurs articulaires";"https://www.youtube.com/watch?v=-qVOH8gk2Z8";"il y a 3 ans";
"Oseille crépue (Rumex crispus) : digestion des graisses, constipation, détox";"https://www.youtube.com/watch?v=1u9d9Ps2U20";"il y a 1 an";
"Ostéoporose et risques de fractures : stratégies naturelles et plantes";"https://www.youtube.com/watch?v=GtUkazkQc0g";"il y a 3 ans";
"Passiflore";"https://www.youtube.com/watch?v=Q3qMOin1w2Y";"il y a 4 ans";
"Pensée sauvage";"https://www.youtube.com/watch?v=mVNtJIchONE";"il y a 4 ans";
"Plantain : piqûres, brûlures, problèmes de peau, ulcères";"https://www.youtube.com/watch?v=fpibm9InWOg";"il y a 5 ans";
"Plante entière (Totum) contre constituant actif : qui l’emporte ?";"https://www.youtube.com/watch?v=xwThV7Xjwqc";"il y a 1 an";
"Plantes antiinflammatoires et covid-19";"https://www.youtube.com/watch?v=Do7j62H-QOc";"il y a 2 ans";
"Pourpier sauvage : super aliment et propriétés médicinales";"https://www.youtube.com/watch?v=XZebaunNrvA";"il y a 4 ans";
"Pourquoi s'intéresser aux plantes médicinales ?";"https://www.youtube.com/watch?v=DLHsT2Vz2JA";"il y a 4 ans";
