Title;State;VlogLink;Published
"Primevère officinale : stress, sommeil, bronchites";"https://www.youtube.com/watch?v=4DpTCbS5v68";"il y a 1 an";
"Propolis : mal de gorge, bronchite, immunité basse, cancer";"https://www.youtube.com/watch?v=5AYAIsr_GQY";"il y a 2 ans";
"Propriétés des plantes digestives : toniques, carminatives, antispasmodiques, prébiotiques, etc.";"https://www.youtube.com/watch?v=BeB9wDLqygM";"il y a 11 mois";
"Propriétés des plantes du transit à connaître";"https://www.youtube.com/watch?v=pC3ZpjDM5p8";"il y a 6 mois";
"Préparer la terre pour ses pots de médicinales";"https://www.youtube.com/watch?v=uYSpXdMBYsE";"il y a 5 ans";
"Prêle des champs (Equisetum arvense) : silicium, collagène, réparation des tissus";"https://www.youtube.com/watch?v=0mV62iU0ZDg";"il y a 2 ans";
"Pulverisation des plantes medicinales";"https://www.youtube.com/watch?v=-pwbKV-gyQs";"il y a 7 ans";
"Que planter au jardin ? Choix des plantes médicinales.";"https://www.youtube.com/watch?v=eBYS5FvX3Ls";"il y a 1 an";
"Racines d'asperge sauvage : un diurétique irritant";"https://www.youtube.com/watch?v=Xex6gBght9w";"il y a 2 mois";
"Rentrée 2020 : comment gérer cette période de doute et de changement ?";"https://www.youtube.com/watch?v=MaSN7p-B7bg";"il y a 2 ans";
"Retrouver la santé : attitude à adopter";"https://www.youtube.com/watch?v=Sd5tpH27HAA";"il y a 2 ans";
"Revue de livre : Dictionnaire des Plantes Médicinales et Vénéneuses";"https://www.youtube.com/watch?v=te5lHplLA_0";"il y a 4 ans";
"Revue de livre : La Phytothérapie" de Jean Valnet";"https://www.youtube.com/watch?v=uhmUWm2OKv8";"il y a 6 ans";
"Revue de livre : Se soigner par les plantes" de Gilles Corjon";"https://www.youtube.com/watch?v=6ZSNyqyUpp8";"il y a 5 ans";
"Revue de livre : « Le chemin des herbes » de Thierry Thévenin, Cédric Perraudeau et Jacky Jousson";"https://www.youtube.com/watch?v=KAhpLdr5QtI";"il y a 2 ans";
"Revue de livre: « Vous êtes fous d’avaler ça » de Christophe Brusset";"https://www.youtube.com/watch?v=A1V_68g7UQo";"il y a 2 ans";
"Romarin (Rosmarinus officinalis) : la puissance aromatique";"https://www.youtube.com/watch?v=YiQLRImN0DA";"il y a 2 ans";
"Ronce, murier, mure : gingivites, angines, diarrhées, hémorroïdes";"https://www.youtube.com/watch?v=TAPGVryv8TY";"il y a 3 ans";
"Roquette sauvage (Diplotaxis tenuifolia) : détox, expectorant, riche en vitamine C";"https://www.youtube.com/watch?v=9KxKmChN1eo";"il y a 8 mois";
"Réglisse : propriétés médicinales";"https://www.youtube.com/watch?v=5B0mp2esd_M";"il y a 5 ans";
"Réussir ses semis de plantes médicinales";"https://www.youtube.com/watch?v=Va2g5nsSlEQ";"il y a 5 ans";
"Safran : épice et plante médicinale";"https://www.youtube.com/watch?v=JC9g-6MQ8I0";"il y a 4 ans";
"Salicaire (Lythrum salicaria)";"https://www.youtube.com/watch?v=hL1fhsBPZ80";"il y a 3 ans";
"Sauge blanche";"https://www.youtube.com/watch?v=YOz-kh8roWc";"il y a 4 ans";
"Scarification d'une graine";"https://www.youtube.com/watch?v=9n-oNCrzip4";"il y a 6 ans";
"Secrets d'une Herboriste - Marie-Antoinette Mulot";"https://www.youtube.com/watch?v=-mmf1bhU-QI";"il y a 4 ans";
"Stéatose hépatique non alcoolique plantes et hygiène de vie";"https://www.youtube.com/watch?v=s2s3yJxwBuU";"il y a 3 mois";
"Syndrome des jambes sans repos et plantes";"https://www.youtube.com/watch?v=l1He_oRXbUs";"il y a 4 ans";
"Syndrome post-covid, échange avec le docteur Franck Gigon (partie 1)";"https://www.youtube.com/watch?v=vPe_M-fRnSs";"il y a 10 mois";
"Teinture de plante avec presse à café";"https://www.youtube.com/watch?v=H-V9Fj8siZo";"il y a 5 ans";
"Torticolis : quels sont les remèdes naturels efficaces ?";"https://www.youtube.com/watch?v=xM45PHELaAQ";"il y a 1 an";
"Tout sur la spiruline : nutrition, immunité, allergies";"https://www.youtube.com/watch?v=TuSJPW1TWZU";"il y a 2 ans";
"Transplantation de plantules de médicinales";"https://www.youtube.com/watch?v=5-Ap3eq8ync";"il y a 9 ans";
"Tribule terrestre";"https://www.youtube.com/watch?v=a6Tyfd3NVLo";"il y a 4 ans";
"Tussilage (Tussilago farfara) : guide d'utilisation et précautions";"https://www.youtube.com/watch?v=9L1-jbgmJTQ";"il y a 5 mois";
"Verge d’or : cystites, infections urinaires, sinusites allergiques";"https://www.youtube.com/watch?v=CuHP7vi9cpw";"il y a 4 ans";
"Vergerette du Canada : inflammations intestinales, élimination acide urique";"https://www.youtube.com/watch?v=OZKVzX8aEdA";"il y a 3 ans";
"Verveine citronnelle (Aloysia citriodora) : calmante, digestive, antioxydante";"https://www.youtube.com/watch?v=LJry9vU6Zyc";"il y a 2 ans";
"Verveine officinale (Verbena officinalis) : relaxante musculaire et décontractante";"https://www.youtube.com/watch?v=zcrt7R4dvRY";"il y a 3 ans";
"Vigne rouge : insuffisance veineuse, hémorroïdes, circulation sanguine";"https://www.youtube.com/watch?v=_UZox0JT48k";"il y a 2 ans";
"Violette odorante (Viola odorata) : calme la toux sèche et les inflammations digestives";"https://www.youtube.com/watch?v=B83-NAtbxbo";"il y a 1 an";
"Vitamine D et immunité : ce qu’il faut savoir";"https://www.youtube.com/watch?v=9UdsrvTyKfw";"il y a 1 an";
"bistorte";"https://www.youtube.com/watch?v=_b_97bizhQI";"il y a 4 ans";
"interview de Frederika Van Ingen : les peuples racines";"https://www.youtube.com/watch?v=AH2Wx9nBP68";"il y a 1 an";
"kinkeliba";"https://www.youtube.com/watch?v=yHmYh_zhfZM";"il y a 4 ans";
"le Guide de bonnes pratiques de cueillette de plantes sauvages" avec Thomas Echantillac de l'AFC";"https://www.youtube.com/watch?v=5VmhSUu9gys";"il y a 4 mois";
"le cannabis thérapeutique : interview du docteur Franck Gigon";"https://www.youtube.com/watch?v=tJDZKhdfuiw";"il y a 1 an";
"livre : La sante à la pharmacie du bon dieu"";"https://www.youtube.com/watch?v=hFGz_SQpXb4";"il y a 4 ans";
"pâquerette";"https://www.youtube.com/watch?v=NObI-IZ7IDQ";"il y a 4 ans";
"verrues plantaires";"https://www.youtube.com/watch?v=J5BOJvXpaeI";"il y a 4 ans";
"Échinacée : stimulante du système immunitaire";"https://www.youtube.com/watch?v=yOXoPoWwnOg";"il y a 5 ans";
"Écorces d’orange (Citrus aurantium) : digestion, nausées, insuffisance veineuse";"https://www.youtube.com/watch?v=pLAv1sNFOWM";"il y a 2 ans";
"Églantier et cynorrhodon : immunité, circulation et articulations";"https://www.youtube.com/watch?v=jdNDboKaa7A";"il y a 2 ans";
"🌿 La Cataire pour digérer ! #digestion#plantes#tisane#infusion#plantesmedicinales#naturel#santé";"https://www.youtube.com/shorts/n3Us2LshOjI";"il y a 2 jours";
"🌿 Le romarin remplace le café ? #romarin#rosmarinus#cafe#café#santenaturelle#infusion#tisane#santé";"https://www.youtube.com/shorts/BVPpgzgtNIA";"il y a 6 jours";
"😌 La paquerette pour une belle peau ! #paquerette #peau #soindelapeau #naturel #fleur #plantes";"https://www.youtube.com/shorts/dlvdtRjfao4";"il y a 4 jours";
